Title,Authors,Link,Bookshelf
The Forged Coupon, and Other Stories,"Tolstoy, Leo, graf, 1828-1910, Wright, C. T. Hagberg (Charles Theodore Hagberg), 1862-1940 [Editor]",http://www.gutenberg.org/ebooks/243,
A Study in Scarlet,Doyle, Arthur Conan, 1859-1930,http://www.gutenberg.org/ebooks/244,Detective Fiction
Life on the Mississippi,Twain, Mark, 1835-1910,http://www.gutenberg.org/ebooks/245,
The Rubaiyat of Omar Khayyam,"Omar Khayyam, 1048-1122, FitzGerald, Edward, 1809-1883 [Translator]",http://www.gutenberg.org/ebooks/246,
Webster's Unabridged Dictionary (1st 100 Pages),Webster, Noah, 1758-1843,http://www.gutenberg.org/ebooks/247,
Webster's Unabridged Dictionary (2nd 100 Pages),Webster, Noah, 1758-1843,http://www.gutenberg.org/ebooks/248,
French Cave Paintings,,http://www.gutenberg.org/ebooks/249,
A Brief History of the Internet The Bright Side: The Dark Side,"Fuller, Maxwell, Hart, Michael, 1947-2011",http://www.gutenberg.org/ebooks/250,
1995 United States Congressional Address Book,United States,http://www.gutenberg.org/ebooks/251,
Copyright Law of the United States of America Contained in Title 17 of the United States Code,"Library of Congress. Copyright Office, United States",http://www.gutenberg.org/ebooks/252,
The Universal Copyright Convention (1988),Coalition for Networked Information,http://www.gutenberg.org/ebooks/253,
The Second Story of Meno A Continuation of Socrates' Dialogue with Meno in Which the Boy Proves Root 2 is Irrational,Unknown,http://www.gutenberg.org/ebooks/254,
QREAD, Etext Reader for Windows,Scavezze, Dan,http://www.gutenberg.org/ebooks/255,
Motion Picture of Rotating Earth,United States,http://www.gutenberg.org/ebooks/256,
Troilus and Criseyde,Chaucer, Geoffrey, 1343?-1400,http://www.gutenberg.org/ebooks/257,
Poems by Adam Lindsay Gordon,"Gordon, Adam Lindsay, 1833-1870, Clarke, Marcus Andrew Hislop, 1846-1881 [Editor]",http://www.gutenberg.org/ebooks/258,
Ballads of a Cheechako,Service, Robert W. (Robert William), 1874-1958,http://www.gutenberg.org/ebooks/259,
An Introduction to the Study of Robert Browning's Poetry,"Browning, Robert, 1812-1889, Corson, Hiram, 1828-1911",http://www.gutenberg.org/ebooks/260,
A Dome of Many-Coloured Glass,Lowell, Amy, 1874-1925,http://www.gutenberg.org/ebooks/261,Poetry
The Collected Poems of Rupert Brooke,"Brooke, Rupert, 1887-1915, Woodberry, George Edward, 1855-1930 [Author of introduction, etc.], Lavington, Margaret [Contributor]",http://www.gutenberg.org/ebooks/262,Poetry
Trees, and Other Poems,Kilmer, Joyce, 1886-1918,http://www.gutenberg.org/ebooks/263,
Main Street, and Other Poems,Kilmer, Joyce, 1886-1918,http://www.gutenberg.org/ebooks/264,
The Life and Death of Cormac the Skald,"Collingwood, W. G. (William Gershom), 1854-1932 [Translator], Jón Stefánsson, 1862- [Translator]",http://www.gutenberg.org/ebooks/265,
"Confessio Amantis, Or, Tales of the Seven Deadly Sins","Gower, John, 1325?-1408, Macaulay, G. C. (George Campbell), 1852-1915 [Editor]",http://www.gutenberg.org/ebooks/266,
The Touchstone,Wharton, Edith, 1862-1937,http://www.gutenberg.org/ebooks/267,
The Octopus : A Story of California,Norris, Frank, 1870-1902,http://www.gutenberg.org/ebooks/268,
Beasts and Super-Beasts,Saki, 1870-1916,http://www.gutenberg.org/ebooks/269,
Dream Days,Grahame, Kenneth, 1859-1932,http://www.gutenberg.org/ebooks/270,
Black Beauty,Sewell, Anna, 1820-1878,http://www.gutenberg.org/ebooks/271,"Best Books Ever Listings, Children's Literature"
An Open Letter on Translating,"Luther, Martin, 1483-1546, Mann, Gary [Translator]",http://www.gutenberg.org/ebooks/272,Christianity
The Smalcald Articles,"Luther, Martin, 1483-1546, Bente, F. (Friedrich), 1858-1930 [Translator], Dau, W. H. T. (William Herman Theodore), 1864-1944 [Translator]",http://www.gutenberg.org/ebooks/273,Christianity
Disputation of Doctor Martin Luther on the Power and Efficacy of Indulgences,Luther, Martin, 1483-1546,http://www.gutenberg.org/ebooks/274,"Christianity, Harvard Classics, Banned Books from Anne Haight's list"
The Augsburg Confession The confession of faith, which was submitted to His Imperial Majesty Charles V at the diet of Augsburg in the year 1530,Melanchthon, Philipp, 1497-1560,http://www.gutenberg.org/ebooks/275,
Franz Haydn's 104th Symphony [1794-5] MIDI file,Haydn, Joseph, 1732-1809,http://www.gutenberg.org/ebooks/276,
Trinity Site,National Atomic Museum (U.S.),http://www.gutenberg.org/ebooks/277,World War II
Trinity Site: 1945-1995. A National Historic Landmark, White Sands Missile Range, New Mexico,White Sands Missile Range (N.M.). Public Affairs Office,http://www.gutenberg.org/ebooks/278,World War II
Photos and Maps of Trinity (Atomic Test) Site,White Sands Missile Range (N.M.). Public Affairs Office [Contributor],http://www.gutenberg.org/ebooks/279,World War II
Records of a Family of Engineers,Stevenson, Robert Louis, 1850-1894,http://www.gutenberg.org/ebooks/280,
Father Damien: An Open Letter to the Reverend Dr. Hyde of Honolulu,Stevenson, Robert Louis, 1850-1894,http://www.gutenberg.org/ebooks/281,
"Eothen, Or, Traces of Travel Brought Home from the East",Kinglake, Alexander William, 1809-1891,http://www.gutenberg.org/ebooks/282,
The Reef,Wharton, Edith, 1862-1937,http://www.gutenberg.org/ebooks/283,
The House of Mirth,Wharton, Edith, 1862-1937,http://www.gutenberg.org/ebooks/284,Bestsellers, American, 1895-1923
The Lost Continent,Hyne, Charles John Cutcliffe Wright, 1866-1944,http://www.gutenberg.org/ebooks/285,Science Fiction
Laddie: A True Blue Story,Stratton-Porter, Gene, 1863-1924,http://www.gutenberg.org/ebooks/286,Bestsellers, American, 1895-1923
Remember the Alamo,Barr, Amelia E., 1831-1919,http://www.gutenberg.org/ebooks/287,
The Certain Hour (Dizain des Poëtes),Cabell, James Branch, 1879-1958,http://www.gutenberg.org/ebooks/288,Fantasy
The Wind in the Willows,Grahame, Kenneth, 1859-1932,http://www.gutenberg.org/ebooks/289,"Best Books Ever Listings, Children's Literature"
The Stark Munro Letters Being series of twelve letters written by J. Stark Munro, M.B., to his friend and former fellow-student, Herbert Swanborough, of Lowell, Massachusetts, during the years 1881-1884,Doyle, Arthur Conan, 1859-1930,http://www.gutenberg.org/ebooks/290,
The Golden Age,Grahame, Kenneth, 1859-1932,http://www.gutenberg.org/ebooks/291,
Beauty and the Beast, and Tales of Home,Taylor, Bayard, 1825-1878,http://www.gutenberg.org/ebooks/292,
Paul Prescott's Charge,Alger, Horatio, Jr., 1832-1899,http://www.gutenberg.org/ebooks/293,Children's Fiction
The Captain of the Polestar, and Other Tales,Doyle, Arthur Conan, 1859-1930,http://www.gutenberg.org/ebooks/294,
The Early Short Fiction of Edith Wharton — Part 1,Wharton, Edith, 1862-1937,http://www.gutenberg.org/ebooks/295,
The Cash Boy,Alger, Horatio, Jr., 1832-1899,http://www.gutenberg.org/ebooks/296,Children's Fiction
The Flirt,Tarkington, Booth, 1869-1946,http://www.gutenberg.org/ebooks/297,
The Market-Place,Frederic, Harold, 1856-1898,http://www.gutenberg.org/ebooks/298,Bestsellers, American, 1895-1923
Tales from Two Hemispheres,Boyesen, Hjalmar Hjorth, 1848-1895,http://www.gutenberg.org/ebooks/299,
United States Declaration of Independence,Jefferson, Thomas, 1743-1826,http://www.gutenberg.org/ebooks/300,Politics
The Ballad of Reading Gaol,Wilde, Oscar, 1854-1900,http://www.gutenberg.org/ebooks/301,
The Fibonacci Number Series,Husted, Michael,http://www.gutenberg.org/ebooks/302,Mathematics
HomeBrew HomePages Put YOU on the World Wide Web,Anonymous,http://www.gutenberg.org/ebooks/303,
Rio Grande's Last Race, and Other Verses,Paterson, A. B. (Andrew Barton), 1864-1941,http://www.gutenberg.org/ebooks/304,Australia
The Count's Millions,Gaboriau, Emile, 1832-1873,http://www.gutenberg.org/ebooks/305,Detective Fiction
The Early Short Fiction of Edith Wharton — Part 2,Wharton, Edith, 1862-1937,http://www.gutenberg.org/ebooks/306,
Three Elephant Power, and Other Stories,Paterson, A. B. (Andrew Barton), 1864-1941,http://www.gutenberg.org/ebooks/307,Australia
Three Men in a Boat (To Say Nothing of the Dog),Jerome, Jerome K. (Jerome Klapka), 1859-1927,http://www.gutenberg.org/ebooks/308,"Best Books Ever Listings, Humor"
Rhymes of a Rolling Stone,Service, Robert W. (Robert William), 1874-1958,http://www.gutenberg.org/ebooks/309,
Before Adam,London, Jack, 1876-1916,http://www.gutenberg.org/ebooks/310,
Bunner Sisters,Wharton, Edith, 1862-1937,http://www.gutenberg.org/ebooks/311,
Young Adventure: A Book of Poems,Benét, Stephen Vincent, 1898-1943,http://www.gutenberg.org/ebooks/312,
Children of the Night,Robinson, Edwin Arlington, 1869-1935,http://www.gutenberg.org/ebooks/313,
Guide to Life and Literature of the Southwest, with a Few Observations,Dobie, J. Frank (James Frank), 1888-1964,http://www.gutenberg.org/ebooks/314,
Rhymes of a Red Cross Man,Service, Robert W. (Robert William), 1874-1958,http://www.gutenberg.org/ebooks/315,Bestsellers, American, 1895-1923
The Golden Road,Montgomery, L. M. (Lucy Maud), 1874-1942,http://www.gutenberg.org/ebooks/316,"Children's Literature, Canada"
The Culprit Fay, and Other Poems,Drake, Joseph Rodman, 1795-1820,http://www.gutenberg.org/ebooks/317,
John Barleycorn,London, Jack, 1876-1916,http://www.gutenberg.org/ebooks/318,
The Ways of Men,Gregory, Eliot, 1854-1915,http://www.gutenberg.org/ebooks/319,
Vida De Lazarillo De Tormes Y De Sus Fortunas Y Adversidades,Anonymous,http://www.gutenberg.org/ebooks/320,6 Best Loved Spanish Literary Classics
Moran of the Lady Letty,Norris, Frank, 1870-1902,http://www.gutenberg.org/ebooks/321,
St. Ives: Being the Adventures of a French Prisoner in England,Stevenson, Robert Louis, 1850-1894,http://www.gutenberg.org/ebooks/322,Historical Fiction
Verses 1889-1896,Kipling, Rudyard, 1865-1936,http://www.gutenberg.org/ebooks/323,
A Knight of the Cumberland,Fox, John, Jr., 1862-1919,http://www.gutenberg.org/ebooks/324,
Phantastes: A Faerie Romance for Men and Women,MacDonald, George, 1824-1905,http://www.gutenberg.org/ebooks/325,
Steep Trails,"Muir, John, 1838-1914, Badè, William Frederic, 1871-1936 [Editor]",http://www.gutenberg.org/ebooks/326,
The Princess Aline,Davis, Richard Harding, 1864-1916,http://www.gutenberg.org/ebooks/327,Bestsellers, American, 1895-1923
A Heap o' Livin',Guest, Edgar A. (Edgar Albert), 1881-1959,http://www.gutenberg.org/ebooks/328,
Island Nights' Entertainments,Stevenson, Robert Louis, 1850-1894,http://www.gutenberg.org/ebooks/329,
Where There's a Will,Rinehart, Mary Roberts, 1876-1958,http://www.gutenberg.org/ebooks/330,
The Mucker,Burroughs, Edgar Rice, 1875-1950,http://www.gutenberg.org/ebooks/331,
The Burial of the Guns,Page, Thomas Nelson, 1853-1922,http://www.gutenberg.org/ebooks/332,US Civil War
Robert Louis Stevenson,Raleigh, Walter Alexander, Sir, 1861-1922,http://www.gutenberg.org/ebooks/333,
Episodes in Van Bibber's Life,Davis, Richard Harding, 1864-1916,http://www.gutenberg.org/ebooks/334,
Frances Waldeaux: A Novel,Davis, Rebecca Harding, 1831-1910,http://www.gutenberg.org/ebooks/335,
Indian Heroes and Great Chieftains,Eastman, Charles A., 1858-1939,http://www.gutenberg.org/ebooks/336,Native America
Indian Boyhood,Eastman, Charles A., 1858-1939,http://www.gutenberg.org/ebooks/337,Native America
Old Indian Legends,Zitkala-Sa, 1876-1938,http://www.gutenberg.org/ebooks/338,Native America
Old Indian Days,Eastman, Charles A., 1858-1939,http://www.gutenberg.org/ebooks/339,Native America
The Soul of the Indian: An Interpretation,Eastman, Charles A., 1858-1939,http://www.gutenberg.org/ebooks/340,Native America
Myths and Legends of the Sioux,McLaughlin, Marie L., 1842-,http://www.gutenberg.org/ebooks/341,"Folklore, Native America"
Margaret Ogilvy,Barrie, J. M. (James Matthew), 1860-1937,http://www.gutenberg.org/ebooks/342,Bestsellers, American, 1895-1923
Fables,Stevenson, Robert Louis, 1850-1894,http://www.gutenberg.org/ebooks/343,
The Merry Men, and Other Tales and Fables,Stevenson, Robert Louis, 1850-1894,http://www.gutenberg.org/ebooks/344,
Dracula,Stoker, Bram, 1847-1912,http://www.gutenberg.org/ebooks/345,"Horror, Gothic Fiction, Mystery Fiction, Movie Books"
The Troll Garden, and Selected Stories,Cather, Willa, 1873-1947,http://www.gutenberg.org/ebooks/346,
The Saga of Grettir the Strong: Grettir's Saga,Unknown,http://www.gutenberg.org/ebooks/347,
Hesiod, the Homeric Hymns, and Homerica,"Hesiod, Evelyn-White, Hugh G. (Hugh Gerard), 1884-1924 [Translator]",http://www.gutenberg.org/ebooks/348,Classical Antiquity
The Harvester,Stratton-Porter, Gene, 1863-1924,http://www.gutenberg.org/ebooks/349,Bestsellers, American, 1895-1923
Fanny Herself,Ferber, Edna, 1885-1968,http://www.gutenberg.org/ebooks/350,
Of Human Bondage,Maugham, W. Somerset (William Somerset), 1874-1965,http://www.gutenberg.org/ebooks/351,
Buttered Side Down: Stories,Ferber, Edna, 1885-1968,http://www.gutenberg.org/ebooks/352,
In Flanders Fields, and Other Poems,"McCrae, John, 1872-1918, Macphail, Andrew, 1864-1938 [Contributor]",http://www.gutenberg.org/ebooks/353,"World War I, Bestsellers, American, 1895-1923"
The Story of a Pioneer,"Jordan, Elizabeth Garver, 1867-1947, Shaw, Anna Howard, 1847-1919",http://www.gutenberg.org/ebooks/354,
The Parasite: A Story,Doyle, Arthur Conan, 1859-1930,http://www.gutenberg.org/ebooks/355,
Beyond the City,Doyle, Arthur Conan, 1859-1930,http://www.gutenberg.org/ebooks/356,
"A Dream of John Ball, and, A King's Lesson",Morris, William, 1834-1896,http://www.gutenberg.org/ebooks/357,
The Scarlet Car,Davis, Richard Harding, 1864-1916,http://www.gutenberg.org/ebooks/358,
Good Stories for Great Holidays Arranged for Story-Telling and Reading Aloud and for the Children's Own Reading,Olcott, Frances Jenkins, 1872-1963,http://www.gutenberg.org/ebooks/359,
What is Property? An Inquiry into the Principle of Right and of Government,Proudhon, P.-J. (Pierre-Joseph), 1809-1865,http://www.gutenberg.org/ebooks/360,Anarchism
Miss Billy — Married,Porter, Eleanor H. (Eleanor Hodgman), 1868-1920,http://www.gutenberg.org/ebooks/361,
Miss Billy's Decision,Porter, Eleanor H. (Eleanor Hodgman), 1868-1920,http://www.gutenberg.org/ebooks/362,
The Oakdale Affair,Burroughs, Edgar Rice, 1875-1950,http://www.gutenberg.org/ebooks/363,
The Mad King,Burroughs, Edgar Rice, 1875-1950,http://www.gutenberg.org/ebooks/364,
The Land of Little Rain,Austin, Mary, 1868-1934,http://www.gutenberg.org/ebooks/365,
Bab: A Sub-Deb,Rinehart, Mary Roberts, 1876-1958,http://www.gutenberg.org/ebooks/366,
The Country of the Pointed Firs,Jewett, Sarah Orne, 1849-1909,http://www.gutenberg.org/ebooks/367,
Acres of Diamonds: Our Every-day Opportunities,"Conwell, Russell H., 1843-1925, Shackleton, Robert, 1860-1923 [Contributor]",http://www.gutenberg.org/ebooks/368,
The Outlaw of Torn,Burroughs, Edgar Rice, 1875-1950,http://www.gutenberg.org/ebooks/369,Science Fiction
The Fortunes and Misfortunes of the Famous Moll Flanders,Defoe, Daniel, 1661?-1731,http://www.gutenberg.org/ebooks/370,
"Literary Blunders: A Chapter in the ""History of Human Error""",Wheatley, Henry B. (Henry Benjamin), 1838-1917,http://www.gutenberg.org/ebooks/371,
Prince Otto, a Romance,Stevenson, Robert Louis, 1850-1894,http://www.gutenberg.org/ebooks/372,
Lay Morals, and Other Papers,"Stevenson, Robert Louis, 1850-1894, Stevenson, Fanny Van de Grift, 1840-1914 [Author of introduction, etc.]",http://www.gutenberg.org/ebooks/373,
Fantastic Fables,Bierce, Ambrose, 1842-1914?,http://www.gutenberg.org/ebooks/374,
An Occurrence at Owl Creek Bridge,Bierce, Ambrose, 1842-1914?,http://www.gutenberg.org/ebooks/375,"Horror, US Civil War"
A Journal of the Plague Year Being Observations or Memorials of the Most Remarkable Occurrences, as Well Public as Private, Which Happened in London During the Last Great Visitation in 1665. Written by a Citizen Who Continued All the While in London,Defoe, Daniel, 1661?-1731,http://www.gutenberg.org/ebooks/376,
Kansas Women in Literature,Barker, Nettie Garmer,http://www.gutenberg.org/ebooks/377,
The White Knight: Tirant Lo Blanc,"Galba, Martí Joan de, -1490, Martorell, Joanot, -1468, Rudder, Robert S. [Translator]",http://www.gutenberg.org/ebooks/378,
Worldly Ways & Byways,Gregory, Eliot, 1854-1915,http://www.gutenberg.org/ebooks/379,
Weir of Hermiston: An Unfinished Romance,Stevenson, Robert Louis, 1850-1894,http://www.gutenberg.org/ebooks/380,
Memories and Portraits,Stevenson, Robert Louis, 1850-1894,http://www.gutenberg.org/ebooks/381,
Edinburgh: Picturesque Notes,Stevenson, Robert Louis, 1850-1894,http://www.gutenberg.org/ebooks/382,United Kingdom
"She Stoops to Conquer, Or, The Mistakes of a Night: A Comedy",Goldsmith, Oliver, 1730?-1774,http://www.gutenberg.org/ebooks/383,Harvard Classics
The Lost Prince,Burnett, Frances Hodgson, 1849-1924,http://www.gutenberg.org/ebooks/384,Children's Literature
The Redheaded Outfield, and Other Baseball Stories,Grey, Zane, 1872-1939,http://www.gutenberg.org/ebooks/385,Western
Virginibus Puerisque, and Other Papers,Stevenson, Robert Louis, 1850-1894,http://www.gutenberg.org/ebooks/386,
Vailima Letters Being Correspondence Addressed by Robert Louis Stevenson to Sidney Colvin, November 1890-October 1894,Stevenson, Robert Louis, 1850-1894,http://www.gutenberg.org/ebooks/387,
The Crossing,Churchill, Winston, 1871-1947,http://www.gutenberg.org/ebooks/388,Bestsellers, American, 1895-1923
The Great God Pan,Machen, Arthur, 1863-1947,http://www.gutenberg.org/ebooks/389,Horror
A Lute of Jade : Selections from the Classical Poets of China,Cranmer-Byng, L. (Launcelot), 1872-1945,http://www.gutenberg.org/ebooks/390,
The Song of Roland,Scott-Moncrieff, C. K. (Charles Kenneth), 1889-1930 [Translator],http://www.gutenberg.org/ebooks/391,
Jerusalem Delivered,"Tasso, Torquato, 1544-1595, Fairfax, Edward, -1635 [Translator]",http://www.gutenberg.org/ebooks/392,"Opera, Banned Books from Anne Haight's list"
The Blue Lagoon: A Romance,Stacpoole, H. De Vere (Henry De Vere), 1863-1951,http://www.gutenberg.org/ebooks/393,
Cranford,"Gaskell, Elizabeth Cleghorn, 1810-1865, Brock, C. E. (Charles Edmund), 1870-1938 [Illustrator]",http://www.gutenberg.org/ebooks/394,
